team,event_type,gh_time,global_id,student,sprint,sprint_start,sprint_end,spr_progress,quarter
t03,commit,2024-05-02 19:58:01+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9850698578042328,Q4
t03,commit,2024-05-02 02:06:52+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9585036375661375,Q4
t03,commit,2024-05-01 16:19:14+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9439293981481481,Q4
t03,commit,2024-05-01 14:56:14+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9418708664021164,Q4
t03,commit,2024-05-01 03:17:43+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9245465443121693,Q4
t03,commit,2024-05-01 03:09:02+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9243311838624338,Q4
t03,commit,2024-05-01 01:33:18+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9219568452380953,Q4
t03,commit,2024-05-01 01:31:11+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9219043485449735,Q4
t03,commit,2024-05-01 01:02:21+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9211892361111111,Q4
t03,commit,2024-05-01 00:51:39+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9209238591269842,Q4
t03,commit,2024-05-01 00:41:57+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9206832837301587,Q4
t03,commit,2024-04-30 23:44:34+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.919260085978836,Q4
t03,commit,2024-04-30 20:43:46+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.914775958994709,Q4
t03,commit,2024-04-30 20:28:34+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9143989748677249,Q4
t03,commit,2024-04-30 20:09:30+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9139260912698413,Q4
t03,commit,2024-04-30 18:36:31+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.911619957010582,Q4
t03,commit,2024-04-30 18:00:07+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9107171792328043,Q4
t03,commit,2024-04-30 17:00:56+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9092493386243387,Q4
t03,commit,2024-04-30 16:57:51+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9091728670634921,Q4
t03,commit,2024-04-30 16:48:59+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9089529596560847,Q4
t03,commit,2024-04-30 16:48:33+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9089422123015873,Q4
t03,commit,2024-04-30 16:42:34+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9087938161375662,Q4
t03,commit,2024-04-30 16:28:07+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9084354332010582,Q4
t03,commit,2024-04-30 15:45:02+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9073668981481482,Q4
t03,commit,2024-04-30 15:27:52+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.9069411375661376,Q4
t03,commit,2024-04-30 04:51:51+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8911669146825397,Q4
t03,commit,2024-04-30 04:45:41+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8910139715608466,Q4
t03,commit,2024-04-30 04:35:41+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8907659556878307,Q4
t03,commit,2024-04-30 04:22:55+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8904493220899471,Q4
t03,commit,2024-04-30 02:30:48+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8876686507936508,Q4
t03,commit,2024-04-30 01:09:23+00:00,g063,t03_s03,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8856493882275133,Q4
t03,commit,2024-04-29 22:37:13+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8818754133597884,Q4
t03,commit,2024-04-29 20:16:13+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8783783895502646,Q4
t03,commit,2024-04-29 18:53:09+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8763182043650793,Q4
t03,commit,2024-04-29 06:18:35+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8576037533068783,Q4
t03,commit,2024-04-27 17:13:47+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8024251818783069,Q4
t03,commit,2024-04-27 16:30:15+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8013454861111111,Q4
t03,commit,2024-04-27 16:16:26+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.8010028108465609,Q4
t03,commit,2024-04-27 01:32:34+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7790815145502645,Q4
t03,commit,2024-04-26 23:21:20+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7758267195767196,Q4
t03,commit,2024-04-26 23:10:00+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7755456349206349,Q4
t03,commit,2024-04-26 22:11:06+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7740848214285714,Q4
t03,commit,2024-04-26 21:05:48+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7724652777777777,Q4
t03,commit,2024-04-26 20:43:05+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7719018683862434,Q4
t03,commit,2024-04-26 18:40:07+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7688520998677248,Q4
t03,commit,2024-04-25 15:30:57+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7284461805555555,Q3
t03,commit,2024-04-25 15:29:21+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.728406498015873,Q3
t03,commit,2024-04-25 04:04:20+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7114169973544974,Q3
t03,commit,2024-04-25 01:09:35+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.707082919973545,Q3
t03,commit,2024-04-25 00:55:13+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7067266038359789,Q3
t03,commit,2024-04-25 00:52:12+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7066517857142857,Q3
t03,commit,2024-04-25 00:44:19+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.7064562665343915,Q3
t03,commit,2024-04-24 18:44:46+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6975388558201058,Q3
t03,commit,2024-04-24 18:27:25+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6971085482804232,Q3
t03,commit,2024-04-24 17:22:23+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6954956183862434,Q3
t03,commit,2024-04-24 17:17:04+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6953637566137566,Q3
t03,commit,2024-04-24 17:14:43+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6953054728835979,Q3
t03,commit,2024-04-24 14:31:53+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6912669477513228,Q3
t03,commit,2024-04-24 14:21:13+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6910023974867725,Q3
t03,commit,2024-04-24 12:49:35+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6887297453703703,Q3
t03,commit,2024-04-24 12:22:57+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6880691964285715,Q3
t03,commit,2024-04-23 21:57:00+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.666592261904762,Q3
t03,commit,2024-04-23 21:46:50+00:00,g077,t03_s05,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6663401124338625,Q3
t03,commit,2024-04-23 20:52:54+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6650024801587302,Q3
t03,commit,2024-04-23 04:44:07+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.6409751157407407,Q3
t03,commit,2024-04-19 21:13:31+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.5226566633597883,Q3
t03,commit,2024-04-17 21:40:18+00:00,g063,t03_s03,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.4518923611111111,Q2
t03,commit,2024-04-17 20:13:59+00:00,g063,t03_s03,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.44975157076719574,Q2
t03,commit,2024-04-17 17:42:02+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.44598296957671957,Q2
t03,commit,2024-04-17 17:17:08+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.44536541005291,Q2
t03,commit,2024-04-16 06:09:10+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.39308449074074076,Q2
t03,commit,2024-04-15 20:51:10+00:00,g031,t03_s02,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.37924520502645503,Q2
t03,commit,2024-04-11 20:17:22+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.23554976851851853,Q1
t03,commit,2024-04-11 19:52:51+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.23494171626984128,Q1
t03,commit,2024-04-10 17:29:20+00:00,g001,t03_s01,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.1956679894179894,Q1
t03,commit,2024-04-09 20:22:11+00:00,g076,t03_s04,Sprint 3,2024-04-05 06:00:00+00:00,2024-05-03 06:00:00+00:00,0.16424065806878307,Q1
t03,commit,2024-04-03 23:37:22+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9657528498058374,Q4
t03,commit,2024-04-03 19:32:15+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9611471251409245,Q4
t03,commit,2024-04-03 19:30:48+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.961119879744457,Q4
t03,commit,2024-04-03 19:26:16+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9610346987348115,Q4
t03,commit,2024-04-03 19:07:02+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9606733057747714,Q4
t03,commit,2024-04-03 18:33:25+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9600416510083928,Q4
t03,commit,2024-04-03 17:53:35+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9592931855192284,Q4
t03,commit,2024-04-03 17:44:23+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9591203181761243,Q4
t03,commit,2024-04-03 17:41:21+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9590633220593762,Q4
t03,commit,2024-04-03 17:41:06+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9590586245772266,Q4
t03,commit,2024-04-03 17:40:19+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9590439057998247,Q4
t03,commit,2024-04-03 17:38:13+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9590044469497683,Q4
t03,commit,2024-04-03 17:31:01+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9588691594638608,Q4
t03,commit,2024-04-03 17:28:42+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9588256294626081,Q4
t03,commit,2024-04-03 17:19:18+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9586490041337843,Q4
t03,commit,2024-04-03 17:16:51+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9586029688087185,Q4
t03,commit,2024-04-03 17:00:02+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.958286984842791,Q4
t03,commit,2024-04-03 16:52:26+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9581441813854441,Q4
t03,commit,2024-04-03 16:16:18+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9574652386320932,Q4
t03,commit,2024-04-03 15:54:47+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9570609420017537,Q4
t03,commit,2024-04-03 15:26:51+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9565360766629086,Q4
t03,commit,2024-04-03 15:20:08+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9564098709758236,Q4
t03,commit,2024-04-03 15:16:39+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9563444193912063,Q4
t03,commit,2024-04-03 04:50:08+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9445722159589127,Q4
t03,commit,2024-04-03 04:28:12+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9441600901916573,Q4
t03,commit,2024-04-02 21:16:55+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9360563071526995,Q4
t03,commit,2024-04-02 19:52:26+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9344688713516222,Q4
t03,commit,2024-04-02 19:44:21+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9343169860954529,Q4
t03,commit,2024-04-02 19:33:40+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.934116247024928,Q4
t03,commit,2024-04-02 19:23:38+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.933927721407992,Q4
t03,commit,2024-04-02 19:17:32+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9338131028435426,Q4
t03,commit,2024-04-02 18:39:29+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9330981460603783,Q4
t03,commit,2024-04-02 18:24:29+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9328162971314042,Q4
t03,commit,2024-04-01 23:27:09+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.911445885005637,Q4
t03,commit,2024-04-02 15:12:13+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9292036201929099,Q4
t03,commit,2024-04-02 06:47:49+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9197259802079418,Q4
t03,commit,2024-04-02 06:38:17+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.919546849555305,Q4
t03,commit,2024-04-02 06:32:05+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9194303519979957,Q4
t03,commit,2024-04-02 06:19:46+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9191989227107603,Q4
t03,commit,2024-04-02 06:12:00+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9190529875986472,Q4
t03,commit,2024-04-02 05:21:56+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.918112238506827,Q4
t03,commit,2024-04-01 23:19:23+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9112999498935237,Q4
t03,commit,2024-04-01 23:16:15+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9112410747839158,Q4
t03,commit,2024-04-01 22:24:47+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9102740197920581,Q4
t03,commit,2024-04-01 22:20:09+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9101869597895528,Q4
t03,commit,2024-04-01 21:57:02+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9097525992734561,Q4
t03,commit,2024-04-01 20:16:53+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9078707879243392,Q4
t03,commit,2024-04-01 20:11:00+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9077602405110861,Q4
t03,commit,2024-04-01 19:27:42+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.906946636602781,Q4
t03,commit,2024-04-01 19:23:26+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9068664662407616,Q4
t03,commit,2024-04-01 19:07:04+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9065589377427032,Q4
t03,commit,2024-04-01 19:03:52+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9064988099711888,Q4
t03,commit,2024-04-01 18:35:35+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9059673681573344,Q4
t03,commit,2024-04-01 16:09:43+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.9032265439057998,Q4
t03,commit,2024-04-01 02:02:10+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.887301139922335,Q4
t03,commit,2024-04-01 01:50:52+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8870888137291745,Q4
t03,commit,2024-03-31 21:57:06+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8826963547538519,Q4
t03,commit,2024-03-31 21:46:17+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8824931103595139,Q4
t03,commit,2024-03-30 19:31:57+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8529114994363022,Q4
t03,commit,2024-03-29 18:50:07+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8250679569084304,Q4
t03,commit,2024-03-29 18:41:03+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8248975948891394,Q4
t03,commit,2024-03-29 18:12:32+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.824361768758612,Q4
t03,commit,2024-03-29 18:09:26+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8243035199799574,Q4
t03,commit,2024-03-29 05:27:42+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.8099906050357009,Q4
t03,commit,2024-03-27 19:10:35+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7713375297507202,Q4
t03,commit,2024-03-27 19:03:59+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7712135162219717,Q4
t03,commit,2024-03-27 19:00:52+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7711549542778404,Q4
t03,commit,2024-03-27 17:59:08+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7699949893523738,Q4
t03,commit,2024-03-27 17:42:27+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7696815107102593,Q4
t03,commit,2024-03-27 17:29:00+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7694287861706125,Q4
t03,commit,2024-03-27 17:03:51+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.768956219466366,Q4
t03,commit,2024-03-27 04:17:47+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7545618814981836,Q4
t03,commit,2024-03-26 22:54:33+00:00,g001,t03_s01,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7484883502442691,Q3
t03,commit,2024-03-26 22:32:10+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7480677690091444,Q3
t03,commit,2024-03-26 20:55:28+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7462507829136916,Q3
t03,commit,2024-03-26 20:28:06+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7457365652010522,Q3
t03,commit,2024-03-26 19:50:28+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.745029437554804,Q3
t03,commit,2024-03-26 19:39:34+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7448246273330829,Q3
t03,commit,2024-03-26 19:14:57+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7443620819240887,Q3
t03,commit,2024-03-26 18:51:21+00:00,g076,t03_s04,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7439186396091695,Q3
t03,commit,2024-03-26 16:33:27+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7413275084554679,Q3
t03,commit,2024-03-26 16:31:21+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7412880496054115,Q3
t03,commit,2024-03-26 16:22:27+00:00,g063,t03_s03,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7411208192408869,Q3
t03,commit,2024-03-26 15:35:58+00:00,g077,t03_s05,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7402474007265439,Q3
t03,commit,2024-03-26 05:09:19+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7284726919704372,Q3
t03,commit,2024-03-26 04:53:13+00:00,g031,t03_s02,Sprint 2,2024-02-28 07:00:00+00:00,2024-04-05 06:00:00+00:00,0.7281701741200051,Q3
